ID_Orden,Fecha,ID_Cliente,ID_Producto,Nombre_Producto,Categoria,Cantidad,Ingreso_Total,COGS_Total,Costo_Envio,Ganancia_Bruta,Ciudad_Destino,Fuente_Adquisicion,Estado_Envio,Mes,Nombre_Mes,Dia_Semana,Semana_Anio
ORD-2560,2026-01-15 19:26:00,CLI-5002,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,6.24,17.76,Bogotá,Directo,Entregado,1,January,Thursday,3
ORD-2561,2025-11-27 21:31:00,CLI-5014,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,6.29,17.71,Cali,Orgánico_Instagram,Entregado,11,November,Thursday,48
ORD-2562,2026-03-07 19:45:00,CLI-5063,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,5.54,18.46,Bogotá,Campaña_Vaso_Vertical,Entregado,3,March,Saturday,10
ORD-2563,2026-03-05 13:38:00,CLI-5416,P003,Soporte Magnético Carga,Auto,1,24,8,4.76,11.24,Bogotá,Directo,Entregado,3,March,Thursday,10
ORD-2564,2026-04-23 16:39:00,CLI-5175,P003,Soporte Magnético Carga,Auto,1,24,8,4.0,12.0,Bogotá,Campaña_Vaso_Vertical,En tránsito,4,April,Thursday,17
ORD-2565,2026-03-28 10:46:00,CLI-6379,P003,Soporte Magnético Carga,Auto,1,24,8,4.96,11.04,Bucaramanga,Campaña_Vaso_Vertical,Entregado,3,March,Saturday,13
ORD-2566,2026-03-02 03:59:00,CLI-5050,P003,Soporte Magnético Carga,Auto,1,24,8,4.78,11.22,Medellín,Campaña_Vaso_Vertical,Entregado,3,March,Monday,10
ORD-2567,2026-04-28 14:53:00,CLI-5312,P002,Mini Bicicleta Premium,Fitness,2,240,90,10.56,139.44,Medellín,Campaña_Bici_Carrusel,Entregado,4,April,Tuesday,18
ORD-2568,2026-01-28 14:57:00,CLI-5521,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,4.45,19.55,Medellín,Campaña_Vaso_Vertical,Entregado,1,January,Wednesday,5
ORD-2569,2026-01-26 20:33:00,CLI-5627,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,6.31,17.69,Barranquilla,Campaña_Vaso_Vertical,Entregado,1,January,Monday,5
ORD-2570,2026-01-15 13:19:00,CLI-5123,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,6.63,17.37,Cali,Orgánico_Instagram,Entregado,1,January,Thursday,3
ORD-2571,2026-02-01 16:07:00,CLI-5260,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,6.15,17.85,Medellín,Campaña_Vaso_Vertical,Entregado,2,February,Sunday,5
ORD-2572,2026-01-12 23:34:00,CLI-5004,P003,Soporte Magnético Carga,Auto,1,24,8,5.55,10.45,Bogotá,Campaña_Vaso_Vertical,Entregado,1,January,Monday,3
ORD-2573,2025-12-22 05:20:00,CLI-6873,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,5.57,18.43,Bogotá,Campaña_Vaso_Vertical,Entregado,12,December,Monday,52
ORD-2574,2026-03-07 10:21:00,CLI-6313,P003,Soporte Magnético Carga,Auto,1,24,8,4.0,12.0,Bogotá,Directo,Entregado,3,March,Saturday,10
ORD-2575,2026-01-31 08:54:00,CLI-5470,P003,Soporte Magnético Carga,Auto,1,24,8,4.37,11.63,Cali,Campaña_Vaso_Vertical,Entregado,1,January,Saturday,5
ORD-2576,2026-03-09 01:05:00,CLI-5004,P003,Soporte Magnético Carga,Auto,1,24,8,5.72,10.28,Medellín,Campaña_Vaso_Vertical,En tránsito,3,March,Monday,11
ORD-2577,2025-12-29 04:07:00,CLI-6252,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,5.44,18.56,Bogotá,Campaña_Vaso_Vertical,Entregado,12,December,Monday,1
ORD-2578,2026-01-30 01:35:00,CLI-5027,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,6.06,17.94,Medellín,Orgánico_Instagram,Entregado,1,January,Friday,5
ORD-2579,2026-04-26 17:35:00,CLI-6349,P001,Vaso Térmico Inteligente Auto,Auto,2,78,30,5.56,42.44,Cali,Campaña_Vaso_Vertical,En tránsito,4,April,Sunday,17
ORD-2580,2026-02-21 15:36:00,CLI-5540,P003,Soporte Magnético Carga,Auto,1,24,8,6.19,9.81,Bogotá,Campaña_Vaso_Vertical,Entregado,2,February,Saturday,8
ORD-2581,2026-04-06 20:48:00,CLI-6962,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,6.1,17.9,Bogotá,Orgánico_Instagram,Entregado,4,April,Monday,15
ORD-2582,2025-11-11 17:18:00,CLI-6473,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,4.07,19.93,Medellín,Campaña_Vaso_Vertical,Entregado,11,November,Tuesday,46
ORD-2583,2026-02-01 05:21:00,CLI-5077,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,5.94,18.06,Cali,Campaña_Vaso_Vertical,Entregado,2,February,Sunday,5
ORD-2584,2026-03-08 03:23:00,CLI-5710,P001,Vaso Térmico Inteligente Auto,Auto,2,78,30,4.21,43.79,Cali,Campaña_Vaso_Vertical,Entregado,3,March,Sunday,10
ORD-2585,2025-12-02 06:53:00,CLI-5088,P003,Soporte Magnético Carga,Auto,1,24,8,4.62,11.38,Barranquilla,Orgánico_Instagram,Entregado,12,December,Tuesday,49
ORD-2586,2026-01-02 16:10:00,CLI-6249,P002,Mini Bicicleta Premium,Fitness,1,120,45,11.52,63.48,Cali,Campaña_Bici_Carrusel,En tránsito,1,January,Friday,1
ORD-2587,2026-02-04 14:09:00,CLI-5018,P002,Mini Bicicleta Premium,Fitness,1,120,45,11.58,63.42,Medellín,Campaña_Bici_Carrusel,Entregado,2,February,Wednesday,6
ORD-2588,2026-03-16 14:23:00,CLI-5186,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,6.11,17.89,Medellín,Directo,Entregado,3,March,Monday,12
ORD-2589,2026-02-13 15:39:00,CLI-5024,P004,Cojín Ergonómico Gel,Oficina/Auto,1,34,12,7.66,14.34,Medellín,Campaña_Bici_Carrusel,Entregado,2,February,Friday,7
ORD-2590,2025-11-08 15:06:00,CLI-6768,P001,Vaso Térmico Inteligente Auto,Auto,2,78,30,4.19,-34.19,Bogotá,Campaña_Bici_Carrusel,Devuelto,11,November,Saturday,45
ORD-2591,2026-03-13 02:22:00,CLI-5442,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,4.0,20.0,Cali,Orgánico_Instagram,Entregado,3,March,Friday,11
ORD-2592,2025-12-13 14:48:00,CLI-6466,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,3.93,20.07,Bogotá,Campaña_Vaso_Vertical,Entregado,12,December,Saturday,50
ORD-2593,2026-04-14 05:09:00,CLI-5001,P001,Vaso Térmico Inteligente Auto,Auto,2,78,30,6.46,41.54,Bogotá,Campaña_Vaso_Vertical,Entregado,4,April,Tuesday,16
ORD-2594,2026-04-19 17:44:00,CLI-6917,P003,Soporte Magnético Carga,Auto,1,24,8,6.22,9.78,Medellín,Campaña_Vaso_Vertical,Entregado,4,April,Sunday,16
ORD-2595,2026-04-29 18:53:00,CLI-5029,P003,Soporte Magnético Carga,Auto,1,24,8,5.92,10.08,Bucaramanga,Orgánico_Instagram,Entregado,4,April,Wednesday,18
ORD-2596,2026-01-28 00:16:00,CLI-5050,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,6.23,17.77,Bogotá,Campaña_Bici_Carrusel,Entregado,1,January,Wednesday,5
ORD-2597,2025-12-08 23:54:00,CLI-6109,P003,Soporte Magnético Carga,Auto,1,24,8,4.51,11.49,Cali,Campaña_Vaso_Vertical,Entregado,12,December,Monday,50
ORD-2598,2026-04-09 21:06:00,CLI-5728,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,5.71,18.29,Bogotá,Campaña_Vaso_Vertical,Entregado,4,April,Thursday,15
ORD-2599,2026-04-16 13:48:00,CLI-5098,P003,Soporte Magnético Carga,Auto,1,24,8,5.63,10.37,Bogotá,Campaña_Vaso_Vertical,En tránsito,4,April,Thursday,16
ORD-2600,2026-03-18 11:25:00,CLI-5912,P004,Cojín Ergonómico Gel,Oficina/Auto,1,34,12,5.97,16.03,Cali,Campaña_Vaso_Vertical,Entregado,3,March,Wednesday,12
ORD-2601,2026-03-14 18:27:00,CLI-5186,P003,Soporte Magnético Carga,Auto,1,24,8,4.15,11.85,Cali,Campaña_Vaso_Vertical,Entregado,3,March,Saturday,11
ORD-2602,2026-03-14 11:37:00,CLI-6314,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,6.02,17.98,Medellín,Campaña_Bici_Carrusel,En tránsito,3,March,Saturday,11
ORD-2603,2026-03-19 20:13:00,CLI-6076,P002,Mini Bicicleta Premium,Fitness,2,240,90,11.28,138.72,Medellín,Campaña_Bici_Carrusel,Entregado,3,March,Thursday,12
ORD-2604,2026-02-17 17:14:00,CLI-5383,P002,Mini Bicicleta Premium,Fitness,1,120,45,10.83,-55.83,Barranquilla,Orgánico_Instagram,Devuelto,2,February,Tuesday,8
ORD-2605,2026-02-04 08:51:00,CLI-5239,P002,Mini Bicicleta Premium,Fitness,1,120,45,12.38,62.62,Barranquilla,Campaña_Vaso_Vertical,En tránsito,2,February,Wednesday,6
ORD-2606,2026-04-16 04:15:00,CLI-5174,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,5.1,18.9,Medellín,Campaña_Vaso_Vertical,En tránsito,4,April,Thursday,16
ORD-2607,2026-01-26 08:03:00,CLI-5012,P001,Vaso Térmico Inteligente Auto,Auto,2,78,30,6.17,41.83,Bogotá,Orgánico_Instagram,Entregado,1,January,Monday,5
ORD-2608,2026-04-10 22:42:00,CLI-6903,P003,Soporte Magnético Carga,Auto,1,24,8,4.9,11.1,Bogotá,Campaña_Vaso_Vertical,Entregado,4,April,Friday,15
ORD-2609,2026-01-12 22:45:00,CLI-5012,P004,Cojín Ergonómico Gel,Oficina/Auto,1,34,12,7.15,14.85,Cali,Campaña_Vaso_Vertical,Entregado,1,January,Monday,3
ORD-2610,2026-02-05 17:44:00,CLI-5019,P003,Soporte Magnético Carga,Auto,1,24,8,5.51,10.49,Bogotá,Directo,Entregado,2,February,Thursday,6
ORD-2611,2025-12-20 12:19:00,CLI-5228,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,5.11,18.89,Bogotá,Campaña_Vaso_Vertical,Entregado,12,December,Saturday,51
ORD-2612,2026-02-14 02:47:00,CLI-5669,P001,Vaso Térmico Inteligente Auto,Auto,2,78,30,4.03,43.97,Bogotá,Directo,Entregado,2,February,Saturday,7
ORD-2613,2025-12-25 15:13:00,CLI-5000,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,3.98,20.02,Medellín,Campaña_Vaso_Vertical,Entregado,12,December,Thursday,52
ORD-2614,2026-03-24 17:42:00,CLI-5281,P003,Soporte Magnético Carga,Auto,1,24,8,5.64,10.36,Medellín,Campaña_Bici_Carrusel,Entregado,3,March,Tuesday,13
ORD-2615,2026-04-12 14:27:00,CLI-5080,P002,Mini Bicicleta Premium,Fitness,1,120,45,13.49,61.51,Medellín,Campaña_Bici_Carrusel,Entregado,4,April,Sunday,15
ORD-2616,2026-02-15 05:33:00,CLI-5133,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,4.18,19.82,Bogotá,Campaña_Vaso_Vertical,Entregado,2,February,Sunday,7
ORD-2617,2025-12-04 17:31:00,CLI-5743,P002,Mini Bicicleta Premium,Fitness,2,240,90,13.09,-103.09,Bucaramanga,Campaña_Bici_Carrusel,Devuelto,12,December,Thursday,49
ORD-2618,2025-12-25 15:32:00,CLI-6402,P004,Cojín Ergonómico Gel,Oficina/Auto,1,34,12,6.22,15.78,Medellín,Campaña_Bici_Carrusel,Entregado,12,December,Thursday,52
ORD-2619,2026-02-03 04:03:00,CLI-6574,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,5.55,18.45,Bogotá,Campaña_Vaso_Vertical,Entregado,2,February,Tuesday,6
ORD-2620,2026-03-27 09:53:00,CLI-6229,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,3.87,20.13,Bucaramanga,Campaña_Vaso_Vertical,Entregado,3,March,Friday,13
ORD-2621,2026-02-04 10:21:00,CLI-5602,P003,Soporte Magnético Carga,Auto,1,24,8,4.18,-12.18,Bogotá,Campaña_Vaso_Vertical,Devuelto,2,February,Wednesday,6
ORD-2622,2025-12-07 04:51:00,CLI-5386,P003,Soporte Magnético Carga,Auto,1,24,8,5.65,10.35,Bogotá,Directo,Entregado,12,December,Sunday,49
ORD-2623,2026-01-18 09:40:00,CLI-5104,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,4.4,19.6,Cali,Campaña_Vaso_Vertical,Entregado,1,January,Sunday,3
ORD-2624,2025-12-02 18:41:00,CLI-5112,P003,Soporte Magnético Carga,Auto,1,24,8,4.35,11.65,Medellín,Campaña_Vaso_Vertical,Entregado,12,December,Tuesday,49
ORD-2625,2026-03-27 10:34:00,CLI-5000,P003,Soporte Magnético Carga,Auto,1,24,8,5.0,11.0,Bogotá,Directo,Entregado,3,March,Friday,13
ORD-2626,2026-03-02 20:40:00,CLI-6097,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,4.15,19.85,Medellín,Directo,Entregado,3,March,Monday,10
ORD-2627,2026-02-24 22:46:00,CLI-5005,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,5.1,18.9,Bogotá,Directo,Entregado,2,February,Tuesday,9
ORD-2628,2026-04-09 22:40:00,CLI-5017,P002,Mini Bicicleta Premium,Fitness,2,240,90,12.37,137.63,Cali,Campaña_Bici_Carrusel,Entregado,4,April,Thursday,15
ORD-2629,2026-01-26 18:27:00,CLI-5001,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,3.89,20.11,Bogotá,Directo,Entregado,1,January,Monday,5
ORD-2630,2026-01-11 22:02:00,CLI-5451,P004,Cojín Ergonómico Gel,Oficina/Auto,1,34,12,5.07,16.93,Barranquilla,Campaña_Vaso_Vertical,En tránsito,1,January,Sunday,2
ORD-2631,2026-04-11 10:32:00,CLI-5040,P002,Mini Bicicleta Premium,Fitness,1,120,45,12.18,-57.18,Cali,Campaña_Vaso_Vertical,Devuelto,4,April,Saturday,15
ORD-2632,2026-03-24 02:54:00,CLI-6825,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,4.33,19.67,Bogotá,Campaña_Vaso_Vertical,Entregado,3,March,Tuesday,13
ORD-2633,2025-11-14 19:27:00,CLI-5185,P002,Mini Bicicleta Premium,Fitness,1,120,45,12.07,62.93,Bogotá,Campaña_Bici_Carrusel,Entregado,11,November,Friday,46
ORD-2634,2025-11-05 04:06:00,CLI-6228,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,5.72,18.28,Barranquilla,Campaña_Vaso_Vertical,Entregado,11,November,Wednesday,45
ORD-2635,2026-01-10 07:01:00,CLI-5110,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,4.49,19.51,Bogotá,Campaña_Bici_Carrusel,Entregado,1,January,Saturday,2
ORD-2636,2026-02-22 02:53:00,CLI-5000,P003,Soporte Magnético Carga,Auto,1,24,8,5.72,10.28,Bogotá,Campaña_Vaso_Vertical,Entregado,2,February,Sunday,8
ORD-2637,2025-11-12 16:46:00,CLI-5027,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,6.34,-21.34,Bogotá,Directo,Devuelto,11,November,Wednesday,46
ORD-2638,2026-02-20 06:09:00,CLI-6445,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,4.99,19.01,Bogotá,Campaña_Vaso_Vertical,Entregado,2,February,Friday,8
ORD-2639,2026-01-05 03:06:00,CLI-5136,P003,Soporte Magnético Carga,Auto,1,24,8,3.64,12.36,Cali,Campaña_Vaso_Vertical,Entregado,1,January,Monday,2
ORD-2640,2025-12-07 06:14:00,CLI-5045,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,4.52,19.48,Medellín,Directo,Entregado,12,December,Sunday,49
ORD-2641,2026-02-13 23:09:00,CLI-5084,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,4.26,19.74,Bogotá,Campaña_Vaso_Vertical,Entregado,2,February,Friday,7
ORD-2642,2025-11-07 01:59:00,CLI-5037,P003,Soporte Magnético Carga,Auto,1,24,8,4.19,11.81,Cali,Campaña_Vaso_Vertical,Entregado,11,November,Friday,45
ORD-2643,2026-01-22 08:48:00,CLI-5398,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,4.88,19.12,Medellín,Campaña_Vaso_Vertical,Entregado,1,January,Thursday,4
ORD-2644,2025-12-22 08:10:00,CLI-6436,P003,Soporte Magnético Carga,Auto,1,24,8,5.56,10.44,Bogotá,Campaña_Vaso_Vertical,Entregado,12,December,Monday,52
ORD-2645,2026-03-10 13:08:00,CLI-5486,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,6.6,17.4,Bogotá,Campaña_Vaso_Vertical,Entregado,3,March,Tuesday,11
ORD-2646,2026-03-22 13:53:00,CLI-5051,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,3.95,-18.95,Medellín,Orgánico_Instagram,Devuelto,3,March,Sunday,12
ORD-2647,2026-04-12 07:58:00,CLI-5479,P003,Soporte Magnético Carga,Auto,1,24,8,6.04,-14.04,Cali,Orgánico_Instagram,Devuelto,4,April,Sunday,15
ORD-2648,2026-03-22 20:00:00,CLI-5882,P002,Mini Bicicleta Premium,Fitness,1,120,45,12.53,62.47,Cali,Campaña_Vaso_Vertical,Entregado,3,March,Sunday,12
ORD-2649,2025-12-03 10:23:00,CLI-5767,P004,Cojín Ergonómico Gel,Oficina/Auto,1,34,12,6.5,15.5,Bogotá,Campaña_Bici_Carrusel,Entregado,12,December,Wednesday,49
ORD-2650,2026-03-09 06:56:00,CLI-6643,P003,Soporte Magnético Carga,Auto,1,24,8,5.65,10.35,Bucaramanga,Campaña_Vaso_Vertical,Entregado,3,March,Monday,11
ORD-2651,2025-12-14 08:22:00,CLI-6391,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,5.36,18.64,Bogotá,Directo,Entregado,12,December,Sunday,50
ORD-2652,2026-02-24 01:25:00,CLI-5009,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,3.75,20.25,Bogotá,Orgánico_Instagram,Entregado,2,February,Tuesday,9
ORD-2653,2026-01-14 22:17:00,CLI-5000,P003,Soporte Magnético Carga,Auto,1,24,8,6.22,-14.22,Cali,Campaña_Vaso_Vertical,Devuelto,1,January,Wednesday,3
ORD-2654,2026-03-04 09:19:00,CLI-5162,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,5.54,18.46,Bogotá,Campaña_Vaso_Vertical,Entregado,3,March,Wednesday,10
ORD-2655,2026-01-29 21:34:00,CLI-5979,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,4.39,19.61,Medellín,Campaña_Vaso_Vertical,Entregado,1,January,Thursday,5
ORD-2656,2025-12-12 18:13:00,CLI-5155,P002,Mini Bicicleta Premium,Fitness,1,120,45,12.19,62.81,Bucaramanga,Orgánico_Instagram,Entregado,12,December,Friday,50
ORD-2657,2025-12-02 04:46:00,CLI-6343,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,5.93,18.07,Medellín,Campaña_Vaso_Vertical,Entregado,12,December,Tuesday,49
ORD-2658,2025-12-24 20:50:00,CLI-6856,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,5.26,18.74,Cali,Campaña_Vaso_Vertical,Entregado,12,December,Wednesday,52
ORD-2659,2026-01-27 21:40:00,CLI-6321,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,4.53,19.47,Medellín,Campaña_Bici_Carrusel,Entregado,1,January,Tuesday,5
ORD-2660,2026-01-02 22:36:00,CLI-6131,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,6.7,17.3,Bogotá,Campaña_Bici_Carrusel,Entregado,1,January,Friday,1
ORD-2661,2026-04-03 11:12:00,CLI-5050,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,3.8,20.2,Bogotá,Campaña_Vaso_Vertical,Entregado,4,April,Friday,14
ORD-2662,2025-11-01 20:46:00,CLI-5346,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,5.18,18.82,Bogotá,Campaña_Vaso_Vertical,Entregado,11,November,Saturday,44
ORD-2663,2026-02-14 18:58:00,CLI-5119,P004,Cojín Ergonómico Gel,Oficina/Auto,1,34,12,7.49,14.51,Barranquilla,Campaña_Bici_Carrusel,Entregado,2,February,Saturday,7
ORD-2664,2026-03-18 02:46:00,CLI-5021,P002,Mini Bicicleta Premium,Fitness,1,120,45,12.86,62.14,Cali,Campaña_Vaso_Vertical,En tránsito,3,March,Wednesday,12
ORD-2665,2025-11-08 22:55:00,CLI-6261,P003,Soporte Magnético Carga,Auto,1,24,8,4.64,11.36,Bogotá,Directo,Entregado,11,November,Saturday,45
ORD-2666,2026-02-05 20:31:00,CLI-5986,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,4.82,19.18,Medellín,Orgánico_Instagram,Entregado,2,February,Thursday,6
ORD-2667,2026-04-28 00:17:00,CLI-5323,P002,Mini Bicicleta Premium,Fitness,1,120,45,10.87,64.13,Bucaramanga,Campaña_Vaso_Vertical,Entregado,4,April,Tuesday,18
ORD-2668,2025-11-03 07:33:00,CLI-6248,P001,Vaso Térmico Inteligente Auto,Auto,2,78,30,5.98,42.02,Medellín,Campaña_Vaso_Vertical,Entregado,11,November,Monday,45
ORD-2669,2026-01-31 06:32:00,CLI-6014,P002,Mini Bicicleta Premium,Fitness,1,120,45,10.77,64.23,Barranquilla,Campaña_Vaso_Vertical,Entregado,1,January,Saturday,5
ORD-2670,2025-12-27 07:59:00,CLI-6279,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,6.69,17.31,Bogotá,Orgánico_Instagram,En tránsito,12,December,Saturday,52
ORD-2671,2026-03-07 20:41:00,CLI-5137,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,4.38,19.62,Bogotá,Campaña_Vaso_Vertical,Entregado,3,March,Saturday,10
ORD-2672,2026-02-10 03:47:00,CLI-6216,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,6.36,17.64,Bogotá,Campaña_Vaso_Vertical,Entregado,2,February,Tuesday,7
ORD-2673,2026-03-22 06:36:00,CLI-6048,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,5.73,18.27,Medellín,Orgánico_Instagram,Entregado,3,March,Sunday,12
ORD-2674,2026-03-25 05:59:00,CLI-5030,P003,Soporte Magnético Carga,Auto,1,24,8,3.5,12.5,Medellín,Campaña_Vaso_Vertical,En tránsito,3,March,Wednesday,13
ORD-2675,2026-01-06 19:27:00,CLI-5216,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,6.32,17.68,Bogotá,Campaña_Vaso_Vertical,Entregado,1,January,Tuesday,2
ORD-2676,2026-01-10 06:32:00,CLI-5414,P004,Cojín Ergonómico Gel,Oficina/Auto,1,34,12,7.34,-19.34,Bogotá,Campaña_Bici_Carrusel,Devuelto,1,January,Saturday,2
ORD-2677,2026-04-27 23:08:00,CLI-5372,P003,Soporte Magnético Carga,Auto,1,24,8,4.9,11.1,Bucaramanga,Campaña_Vaso_Vertical,Entregado,4,April,Monday,18
ORD-2678,2026-02-25 00:04:00,CLI-5606,P003,Soporte Magnético Carga,Auto,1,24,8,6.11,9.89,Bogotá,Directo,Entregado,2,February,Wednesday,9
ORD-2679,2025-11-14 11:01:00,CLI-5864,P003,Soporte Magnético Carga,Auto,2,48,16,4.6,27.4,Medellín,Campaña_Vaso_Vertical,Entregado,11,November,Friday,46
ORD-2680,2026-04-24 17:41:00,CLI-5385,P002,Mini Bicicleta Premium,Fitness,1,120,45,11.9,63.1,Bucaramanga,Campaña_Bici_Carrusel,Entregado,4,April,Friday,17
ORD-2681,2025-12-28 01:36:00,CLI-5055,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,4.58,19.42,Bogotá,Campaña_Vaso_Vertical,Entregado,12,December,Sunday,52
ORD-2682,2025-11-02 13:22:00,CLI-5300,P002,Mini Bicicleta Premium,Fitness,1,120,45,11.08,-56.08,Bucaramanga,Campaña_Vaso_Vertical,Devuelto,11,November,Sunday,44
ORD-2683,2026-03-27 00:51:00,CLI-5003,P004,Cojín Ergonómico Gel,Oficina/Auto,1,34,12,7.77,14.23,Cali,Campaña_Bici_Carrusel,Entregado,3,March,Friday,13
ORD-2684,2025-11-20 08:31:00,CLI-5529,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,4.34,19.66,Bogotá,Campaña_Vaso_Vertical,En tránsito,11,November,Thursday,47
ORD-2685,2026-04-10 03:18:00,CLI-5129,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,3.83,20.17,Bogotá,Directo,En tránsito,4,April,Friday,15
ORD-2686,2026-04-10 11:24:00,CLI-5049,P003,Soporte Magnético Carga,Auto,2,48,16,5.82,26.18,Medellín,Campaña_Vaso_Vertical,Entregado,4,April,Friday,15
ORD-2687,2026-01-27 01:51:00,CLI-5078,P003,Soporte Magnético Carga,Auto,1,24,8,5.76,10.24,Medellín,Campaña_Vaso_Vertical,Entregado,1,January,Tuesday,5
ORD-2688,2025-11-19 20:28:00,CLI-5095,P002,Mini Bicicleta Premium,Fitness,1,120,45,12.36,62.64,Bogotá,Campaña_Bici_Carrusel,Entregado,11,November,Wednesday,47
ORD-2689,2026-03-29 04:15:00,CLI-5821,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,4.01,19.99,Medellín,Orgánico_Instagram,En tránsito,3,March,Sunday,13
ORD-2690,2026-01-20 23:40:00,CLI-5778,P002,Mini Bicicleta Premium,Fitness,2,240,90,10.7,-100.7,Bogotá,Campaña_Bici_Carrusel,Devuelto,1,January,Tuesday,4
ORD-2691,2026-02-22 01:52:00,CLI-5024,P003,Soporte Magnético Carga,Auto,1,24,8,4.2,11.8,Medellín,Campaña_Vaso_Vertical,En tránsito,2,February,Sunday,8
ORD-2692,2026-04-23 01:54:00,CLI-6822,P004,Cojín Ergonómico Gel,Oficina/Auto,2,68,24,6.48,37.52,Bucaramanga,Campaña_Vaso_Vertical,Entregado,4,April,Thursday,17
ORD-2693,2025-11-25 21:04:00,CLI-5082,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,6.01,17.99,Medellín,Campaña_Vaso_Vertical,Entregado,11,November,Tuesday,48
ORD-2694,2026-04-18 21:17:00,CLI-5061,P001,Vaso Térmico Inteligente Auto,Auto,2,78,30,3.78,44.22,Bogotá,Campaña_Vaso_Vertical,Entregado,4,April,Saturday,16
ORD-2695,2026-04-08 21:08:00,CLI-5867,P003,Soporte Magnético Carga,Auto,2,48,16,3.6,28.4,Bogotá,Campaña_Bici_Carrusel,Entregado,4,April,Wednesday,15
ORD-2696,2025-11-07 15:29:00,CLI-5000,P003,Soporte Magnético Carga,Auto,1,24,8,4.85,11.15,Bogotá,Directo,En tránsito,11,November,Friday,45
ORD-2697,2025-11-04 20:18:00,CLI-6055,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,5.89,18.11,Bogotá,Campaña_Vaso_Vertical,Entregado,11,November,Tuesday,45
ORD-2698,2026-03-27 04:18:00,CLI-6207,P003,Soporte Magnético Carga,Auto,1,24,8,5.21,10.79,Bogotá,Campaña_Vaso_Vertical,Entregado,3,March,Friday,13
ORD-2699,2026-04-08 15:10:00,CLI-6895,P002,Mini Bicicleta Premium,Fitness,1,120,45,11.06,-56.06,Bucaramanga,Campaña_Bici_Carrusel,Devuelto,4,April,Wednesday,15
