ID_Orden,Fecha,ID_Cliente,ID_Producto,Nombre_Producto,Categoria,Cantidad,Precio_Unitario,COGS_Unitario,Costo_Envio,Ciudad_Destino,Fuente_Adquisicion,Estado_Envio
ORD-3754,2026-03-24 00:26:53,CLI-5664,P003,Soporte Magnetico Carga,Oficina/Auto,1,24.27,8.21,,Bucaramanga,Directo,Entregado
ORD-2771,2026-02-01 20:02:31,CLI-6852,P003,Soporte Magnetico Carga,Oficina/Auto,1,24.92,8.04,5.48,Medellin,Directo,Entregado
ORD-1271,2025-11-16 16:04:50,CLI-5183,P002,Mini Bicicleta Premium,Fitness,1,116.54,46.43,7.9,Bucaramanga,Directo,Entregado
ORD-1696,2025-12-07 01:19:56,CLI-5860,P001,Vaso Termico Inteligente Auto,Auto,1,41.49,15.79,3.37,Bogota,Campana_Vaso_Vertical,Retrasado
ORD-2052,2025-12-21 17:51:47,CLI-6192,P003,Soporte Magnetico Carga,Oficina/Auto,1,25.41,7.72,6.52,,Directo,Entregado
ORD-1244,2025-11-14 04:19:20,CLI-6619,P003,Soporte Magnetico Carga,Oficina/Auto,1,22.49,8.12,7.48,Medellin,Organico_Instagram,Entregado
ORD-4315,2026-04-22 16:20:33,CLI-5970,P001,Vaso Termico Inteligente Auto,Auto,1,40.57,15.83,8.21,Barranquilla,Campana_Vaso_Vertical,Entregado
ORD-1476,2025-11-27 14:33:41,CLI-5742,P001,Vaso Termico Inteligente Auto,Auto,1,35.96,15.94,6.02,Bogota,Directo,En transito
ORD-3032,2026-02-16 13:04:41,CLI-5059,P001,Vaso Termico Inteligente Auto,Auto,1,37.19,15.24,6.26,Barranquilla,Directo,Entregado
ORD-4000,2026-04-06 17:17:12,CLI-6658,P002,Mini Bicicleta Premium,Fitness,1,125.73,42.86,7.1,Medellin,Directo,Entregado
ORD-3222,2026-02-26 16:05:42,CLI-6116,P001,Vaso Termico Inteligente Auto,Auto,1,39.02,15.12,8.59,Medellin,Organico_Instagram,Entregado
ORD-1813,2025-12-12 01:13:46,CLI-5338,P002,Mini Bicicleta Premium,Fitness,1,117.15,45.01,8.59,Bucaramanga,Organico_Instagram,Entregado
ORD-2914,2026-02-09 08:16:50,CLI-6535,P003,Soporte Magnetico Carga,Oficina/Auto,2,22.56,8.15,9.83,Cali,,Entregado
ORD-3980,2026-04-05 17:08:34,CLI-6921,P002,Mini Bicicleta Premium,Fitness,1,118.29,46.44,4.43,Medellin,Organico_Instagram,En transito
ORD-4477,2026-04-29 00:51:28,CLI-5355,P004,Cojin Ergonomico Gel,Oficina/Auto,1,33.12,12.2,6.72,Bucaramanga,Organico_Instagram,Entregado
ORD-2804,2026-02-03 23:09:32,CLI-6468,P003,Soporte Magnetico Carga,Oficina/Auto,1,24.77,7.61,5.68,Barranquilla,Campana_Vaso_Vertical,Entregado
ORD-4089,2026-04-11 02:33:08,CLI-5894,P001,Vaso Termico Inteligente Auto,Auto,1,37.67,14.89,5.06,Bogota,Directo,Entregado
ORD-1250,2025-11-14 20:50:08,CLI-5664,P002,Mini Bicicleta Premium,Fitness,1,111.33,43.53,9.34,Barranquilla,Directo,Entregado
ORD-1545,2025-12-01 02:34:13,CLI-5130,P002,Mini Bicicleta Premium,Fitness,1,113.91,43.99,6.14,Bogota,Campana_Bici_Carrusel,Entregado
ORD-1738,2025-12-09 11:51:24,CLI-6190,P002,Mini Bicicleta Premium,Fitness,2,127.01,47.89,10.1,Medellin,Directo,Entregado
ORD-1310,2025-11-19 18:59:57,CLI-5507,P003,Soporte Magnetico Carga,Oficina/Auto,1,22.58,7.89,8.09,Medellin,Campana_Vaso_Vertical,En transito
ORD-2131,2025-12-23 05:07:32,CLI-5061,P003,Soporte Magnetico Carga,Oficina/Auto,1,24.33,7.86,5.62,Bogota,Organico_Instagram,Entregado
ORD-2449,2026-01-10 14:16:01,CLI-6773,P002,Mini Bicicleta Premium,Fitness,1,112.45,44.15,4.44,Medellin,Organico_Instagram,Retrasado
ORD-4425,2026-04-27 13:49:17,CLI-6328,P002,Mini Bicicleta Premium,Fitness,1,118.9,43.26,7.8,Medellin,Organico_Instagram,Entregado
ORD-1015,2025-11-01 14:36:58,CLI-5238,P001,Vaso Termico Inteligente Auto,Auto,1,38.16,14.94,7.54,Barranquilla,Organico_Instagram,Entregado
ORD-4401,2026-04-26 04:50:45,CLI-6316,P001,Vaso Termico Inteligente Auto,Auto,1,36.69,15.79,4.01,Bogota,Directo,Retrasado
ORD-4162,2026-04-14 22:28:44,CLI-5203,P003,Soporte Magnetico Carga,Oficina/Auto,1,23.74,8.16,3.0,Bogota,Directo,En transito
ORD-3867,2026-03-30 18:24:58,CLI-5715,P003,Soporte Magnetico Carga,Oficina/Auto,1,24.57,7.63,4.69,Medellin,Directo,Entregado
ORD-1363,2025-11-21 12:35:38,CLI-5852,P001,Vaso Termico Inteligente Auto,Auto,1,38.7,14.68,5.82,,Campana_Vaso_Vertical,Entregado
ORD-1182,2025-11-10 01:25:00,CLI-6876,P002,Mini Bicicleta Premium,Fitness,1,114.97,45.85,5.7,Cali,Campana_Bici_Carrusel,Devuelto
ORD-2194,2025-12-26 03:58:40,CLI-5999,P001,Vaso Termico Inteligente Auto,Auto,1,37.84,15.93,5.7,Bogota,Campana_Vaso_Vertical,Devuelto
ORD-3463,2026-03-11 13:36:03,CLI-5395,P001,Vaso Termico Inteligente Auto,Auto,1,36.06,14.44,4.32,,Directo,Entregado
ORD-2121,2025-12-23 22:09:32,CLI-6428,P001,Vaso Termico Inteligente Auto,Auto,1,40.51,15.5,7.05,Medellin,Organico_Instagram,Entregado
ORD-2182,2025-12-26 21:12:22,CLI-6274,P001,Vaso Termico Inteligente Auto,Auto,1,36.73,14.54,6.87,Medellin,Organico_Instagram,Entregado
ORD-3595,2026-03-16 06:14:14,CLI-6421,P001,Vaso Termico Inteligente Auto,Auto,1,39.71,15.02,7.56,Barranquilla,Organico_Instagram,Entregado
ORD-1614,2025-12-04 19:30:48,CLI-6619,P001,Vaso Termico Inteligente Auto,Auto,2,40.5,14.99,4.96,Bogota,Campana_Vaso_Vertical,Entregado
ORD-2466,2026-01-11 20:09:32,CLI-6160,P002,Mini Bicicleta Premium,Fitness,1,118.94,46.85,3.87,Barranquilla,Organico_Instagram,Retrasado
ORD-1401,2025-11-23 03:27:13,CLI-6777,P003,Soporte Magnetico Carga,Oficina/Auto,1,22.14,8.15,12.02,Bucaramanga,Directo,Entregado
ORD-1934,2025-12-16 05:25:52,CLI-6840,P001,Vaso Termico Inteligente Auto,Auto,1,40.82,16.0,4.47,Bogota,Campana_Vaso_Vertical,Entregado
ORD-3340,2026-03-05 15:20:15,CLI-5866,P001,Vaso Termico Inteligente Auto,Auto,1,40.55,14.63,6.81,Bogota,Campana_Vaso_Vertical,En transito
ORD-3333,2026-03-05 04:08:10,CLI-5833,P003,Soporte Magnetico Carga,Oficina/Auto,1,25.6,7.83,7.35,Cali,Directo,En transito
ORD-1726,2025-12-08 02:03:00,CLI-5355,P003,Soporte Magnetico Carga,Oficina/Auto,1,23.53,7.78,3.65,Cali,Directo,Entregado
ORD-1826,2025-12-13 18:33:17,CLI-5303,P003,Soporte Magnetico Carga,Oficina/Auto,1,24.51,7.82,5.51,Bogota,Organico_Instagram,Entregado
ORD-2521,2026-01-15 23:42:59,CLI-6307,P001,Vaso Termico Inteligente Auto,Auto,1,40.15,15.5,12.46,Bucaramanga,Organico_Instagram,Entregado
ORD-1136,2025-11-07 14:45:16,CLI-6902,P003,Soporte Magnetico Carga,Oficina/Auto,1,23.8,8.16,4.89,Bogota,Directo,Entregado
ORD-1628,2025-12-04 11:42:41,CLI-5617,P001,Vaso Termico Inteligente Auto,Auto,1,41.33,15.46,5.12,Bogota,Campana_Vaso_Vertical,Entregado
ORD-1334,2025-11-20 04:58:52,CLI-5461,P003,Soporte Magnetico Carga,Oficina/Auto,1,23.52,7.69,9.63,Barranquilla,Directo,Entregado
ORD-1390,2025-11-23 17:47:59,CLI-6364,P001,Vaso Termico Inteligente Auto,Auto,1,40.29,14.87,8.85,Bucaramanga,Organico_Instagram,Entregado
ORD-3716,2026-03-22 08:47:25,CLI-6130,P001,Vaso Termico Inteligente Auto,Auto,1,39.58,15.33,7.73,Medellin,Organico_Instagram,En transito
ORD-2817,2026-02-04 18:48:08,CLI-5065,P003,Soporte Magnetico Carga,Oficina/Auto,1,25.21,8.17,9.48,Medellin,Campana_Vaso_Vertical,Entregado
ORD-4175,2026-04-14 02:55:30,CLI-6342,P002,Mini Bicicleta Premium,Fitness,1,117.0,47.37,7.26,Medellin,Campana_Bici_Carrusel,Entregado
ORD-1710,2025-12-08 16:15:54,CLI-5880,P003,Soporte Magnetico Carga,Oficina/Auto,1,25.58,8.36,,Barranquilla,Directo,Entregado
ORD-2039,2025-12-20 12:40:03,CLI-6339,P002,Mini Bicicleta Premium,Fitness,1,121.35,43.24,6.22,Medellin,Organico_Instagram,Entregado
ORD-3318,2026-03-04 14:47:46,CLI-6266,P003,Soporte Magnetico Carga,Oficina/Auto,1,23.53,8.46,9.52,Bucaramanga,Organico_Instagram,Entregado
ORD-4059,2026-04-09 11:53:16,CLI-5039,P001,Vaso Termico Inteligente Auto,Auto,1,36.9,14.97,6.69,Barranquilla,Campana_Vaso_Vertical,Entregado
ORD-2561,2026-01-17 21:07:13,CLI-6986,P001,Vaso Termico Inteligente Auto,Auto,1,36.35,15.5,9.54,Medellin,Organico_Instagram,Entregado
ORD-4246,2026-04-19 07:27:50,CLI-5909,P003,Soporte Magnetico Carga,Oficina/Auto,1,25.32,7.92,7.09,Cali,Directo,Entregado
ORD-3997,2026-04-06 00:48:09,CLI-5582,P004,Cojin Ergonomico Gel,Oficina/Auto,2,35.11,12.18,6.72,Bogota,Organico_Instagram,Entregado
ORD-2112,2025-12-23 01:21:35,CLI-6090,P004,Cojin Ergonomico Gel,Oficina/Auto,1,31.42,12.17,6.19,Barranquilla,Directo,Entregado
ORD-2223,2025-12-27 15:52:09,CLI-5374,P002,Mini Bicicleta Premium,Fitness,1,127.32,44.01,3.0,Cali,Organico_Instagram,Entregado
ORD-4352,2026-04-24 05:14:20,CLI-5143,P003,Soporte Magnetico Carga,Oficina/Auto,1,24.87,8.12,3.85,Bogota,Organico_Instagram,Entregado
ORD-2508,2026-01-14 14:13:24,CLI-5752,P002,Mini Bicicleta Premium,Fitness,2,127.3,43.92,9.3,Bogota,Organico_Instagram,Entregado
ORD-2750,2026-01-31 04:23:45,CLI-5430,P003,Soporte Magnetico Carga,Oficina/Auto,2,22.24,8.0,7.55,Bogota,Campana_Vaso_Vertical,Entregado
ORD-4161,2026-04-14 21:11:19,CLI-6821,P003,Soporte Magnetico Carga,Oficina/Auto,1,24.57,7.92,3.8,Medellin,Organico_Instagram,Entregado
ORD-1338,2025-11-20 14:18:12,CLI-5371,P001,Vaso Termico Inteligente Auto,Auto,1,42.05,14.97,6.4,Bogota,Directo,Entregado
ORD-1215,2025-11-12 09:26:01,CLI-5304,P001,Vaso Termico Inteligente Auto,Auto,1,40.91,14.73,3.41,Bogota,Directo,Entregado
ORD-2341,2026-01-01 04:30:11,CLI-5046,P001,Vaso Termico Inteligente Auto,Auto,1,38.18,14.69,7.21,Bogota,Directo,Entregado
ORD-3953,2026-04-04 03:06:08,CLI-6547,P001,Vaso Termico Inteligente Auto,Auto,2,39.49,15.14,7.15,Bogota,Organico_Instagram,Entregado
ORD-4307,2026-04-22 00:38:56,CLI-6645,P001,Vaso Termico Inteligente Auto,Auto,1,37.59,15.26,3.0,,Directo,Entregado
ORD-3290,2026-03-02 05:52:14,CLI-5679,P001,Vaso Termico Inteligente Auto,Auto,1,36.16,14.83,9.71,Barranquilla,Organico_Instagram,Entregado
ORD-4210,2026-04-17 14:14:46,CLI-6696,P001,Vaso Termico Inteligente Auto,Auto,1,41.45,15.49,8.32,Bucaramanga,Organico_Instagram,Entregado
ORD-3392,2026-03-07 06:52:19,CLI-6950,P004,Cojin Ergonomico Gel,Oficina/Auto,1,33.95,12.02,6.6,Cali,Organico_Instagram,Entregado
ORD-1101,2025-11-06 02:21:30,CLI-5292,P003,Soporte Magnetico Carga,Oficina/Auto,1,23.98,8.26,4.17,Medellin,Organico_Instagram,Devuelto
ORD-3538,2026-03-14 18:00:46,CLI-6218,P003,Soporte Magnetico Carga,Oficina/Auto,1,25.36,7.95,4.13,Bogota,Organico_Instagram,En transito
ORD-1171,2025-11-09 19:54:55,CLI-6941,P001,Vaso Termico Inteligente Auto,Auto,1,39.59,14.43,5.98,Bogota,Organico_Instagram,Entregado
ORD-1107,2025-11-06 01:00:37,CLI-6581,P001,Vaso Termico Inteligente Auto,Auto,1,38.06,15.97,4.32,Medellin,Organico_Instagram,Entregado
ORD-3483,2026-03-12 23:25:52,CLI-6937,P001,Vaso Termico Inteligente Auto,Auto,1,36.75,14.7,5.09,Medellin,Organico_Instagram,En transito
ORD-1834,2025-12-13 20:11:35,CLI-5257,P001,Vaso Termico Inteligente Auto,Auto,2,41.37,14.35,12.21,Barranquilla,Directo,Entregado
ORD-3597,2026-03-16 08:51:10,CLI-5575,P003,Soporte Magnetico Carga,Oficina/Auto,1,22.96,8.32,5.58,Bogota,Campana_Bici_Carrusel,Entregado
ORD-3495,2026-03-12 00:06:56,CLI-5401,P001,Vaso Termico Inteligente Auto,Auto,1,38.2,16.0,3.02,Bogota,Organico_Instagram,Devuelto
ORD-3248,2026-02-28 16:15:12,CLI-5884,P001,Vaso Termico Inteligente Auto,Auto,1,39.95,15.92,7.84,Bogota,Organico_Instagram,Entregado
ORD-3404,2026-03-08 03:04:49,CLI-6439,P002,Mini Bicicleta Premium,Fitness,1,113.57,45.22,6.89,Bogota,Directo,Entregado
ORD-3372,2026-03-06 23:47:26,CLI-5788,P001,Vaso Termico Inteligente Auto,Auto,1,37.21,14.37,4.13,Bogota,Directo,Entregado
ORD-3654,2026-03-19 10:43:16,CLI-5668,P001,Vaso Termico Inteligente Auto,Auto,1,41.14,14.76,3.49,,Campana_Vaso_Vertical,Entregado
ORD-3749,2026-03-24 16:11:16,CLI-6886,P001,Vaso Termico Inteligente Auto,Auto,1,39.8,15.39,4.26,Bogota,Organico_Instagram,Entregado
ORD-4026,2026-04-07 11:02:46,CLI-5722,P003,Soporte Magnetico Carga,Oficina/Auto,2,22.38,7.86,9.67,Medellin,,Entregado
ORD-2040,2025-12-20 21:44:36,CLI-5093,P003,Soporte Magnetico Carga,Oficina/Auto,1,22.45,7.85,6.78,Bogota,Directo,Entregado
ORD-3120,2026-02-21 16:58:50,CLI-5094,P002,Mini Bicicleta Premium,Fitness,1,116.5,45.34,9.43,Barranquilla,Organico_Instagram,Entregado
ORD-2524,2026-01-15 21:47:08,CLI-6053,P001,Vaso Termico Inteligente Auto,Auto,2,39.41,15.97,6.96,Medellin,Organico_Instagram,En transito
ORD-4111,2026-04-12 04:48:16,CLI-5837,P002,Mini Bicicleta Premium,Fitness,1,112.27,46.22,5.43,Medellin,Directo,Entregado
ORD-1481,2025-11-28 11:48:36,CLI-6689,P001,Vaso Termico Inteligente Auto,Auto,1,41.61,16.03,8.85,Barranquilla,Organico_Instagram,Entregado
ORD-3517,2026-03-13 02:55:09,CLI-6810,P001,Vaso Termico Inteligente Auto,Auto,1,37.58,15.43,7.84,Bucaramanga,Organico_Instagram,Entregado
ORD-3614,2026-03-17 23:03:20,CLI-6299,P003,Soporte Magnetico Carga,Oficina/Auto,1,23.4,7.97,8.64,Medellin,Campana_Vaso_Vertical,En transito
ORD-2762,2026-02-01 01:55:38,CLI-5110,P001,Vaso Termico Inteligente Auto,Auto,1,38.82,15.16,4.16,Bucaramanga,Organico_Instagram,Entregado
ORD-3877,2026-03-31 21:13:02,CLI-5511,P002,Mini Bicicleta Premium,Fitness,1,116.92,43.09,6.12,Bogota,Organico_Instagram,Devuelto
ORD-3986,2026-04-05 12:55:30,CLI-5635,P001,Vaso Termico Inteligente Auto,Auto,1,39.99,15.88,7.24,Barranquilla,Organico_Instagram,Entregado
ORD-3447,2026-03-10 00:53:20,CLI-6980,P003,Soporte Magnetico Carga,Oficina/Auto,1,25.82,7.82,3.25,Medellin,Directo,Entregado
ORD-3417,2026-03-08 00:50:59,CLI-6530,P002,Mini Bicicleta Premium,Fitness,1,127.58,42.86,5.46,Bogota,Campana_Bici_Carrusel,Entregado
ORD-1405,2025-11-24 08:00:20,CLI-6549,P003,Soporte Magnetico Carga,Oficina/Auto,1,24.43,8.08,17.08,Bucaramanga,Organico_Instagram,En transito
ORD-1757,2025-12-10 05:18:42,CLI-6920,P003,Soporte Magnetico Carga,Oficina/Auto,1,23.75,7.94,4.87,Cali,Organico_Instagram,Entregado
ORD-3313,2026-03-04 20:16:47,CLI-5008,P003,Soporte Magnetico Carga,Oficina/Auto,1,25.38,7.95,10.48,Cali,Directo,Devuelto
ORD-1097,2025-11-06 11:32:11,CLI-6287,P003,Soporte Magnetico Carga,Oficina/Auto,1,23.11,8.03,9.09,Cali,Campana_Bici_Carrusel,En transito
ORD-2333,2026-01-01 16:26:19,CLI-6334,P003,Soporte Magnetico Carga,Oficina/Auto,2,23.83,7.83,10.32,Cali,Campana_Bici_Carrusel,Entregado
ORD-4103,2026-04-11 04:01:03,CLI-5622,P001,Vaso Termico Inteligente Auto,Auto,1,39.84,14.81,4.59,Medellin,Organico_Instagram,Entregado
ORD-4262,2026-04-19 19:18:37,CLI-6406,P001,Vaso Termico Inteligente Auto,Auto,1,40.76,15.22,6.73,Bogota,Organico_Instagram,Entregado
ORD-4240,2026-04-18 09:12:54,CLI-6429,P001,Vaso Termico Inteligente Auto,Auto,1,40.43,14.73,6.14,Bucaramanga,Directo,Entregado
ORD-3058,2026-02-17 18:37:10,CLI-6675,P003,Soporte Magnetico Carga,Oficina/Auto,1,22.91,8.35,3.0,Medellin,Campana_Bici_Carrusel,Entregado
ORD-3487,2026-03-12 10:38:18,CLI-5742,P003,Soporte Magnetico Carga,Oficina/Auto,2,25.17,8.49,9.46,Cali,Directo,Entregado
ORD-1148,2025-11-08 03:04:56,CLI-5940,P003,Soporte Magnetico Carga,Oficina/Auto,1,23.67,7.79,4.97,Bogota,Organico_Instagram,En transito
ORD-1028,2025-11-02 13:15:42,CLI-6647,P003,Soporte Magnetico Carga,Oficina/Auto,1,22.35,7.71,5.25,Cali,Organico_Instagram,Entregado
ORD-3419,2026-03-08 19:19:43,CLI-6960,P001,Vaso Termico Inteligente Auto,Auto,1,37.76,15.16,7.66,Barranquilla,Organico_Instagram,Entregado
ORD-3329,2026-03-04 17:53:47,CLI-6494,P001,Vaso Termico Inteligente Auto,Auto,1,38.12,15.99,7.79,Cali,Organico_Instagram,Entregado
ORD-1692,2025-12-07 11:53:12,CLI-6382,P001,Vaso Termico Inteligente Auto,Auto,1,36.43,15.4,7.58,Bogota,Campana_Vaso_Vertical,Entregado
ORD-2386,2026-01-05 15:55:44,CLI-6056,P002,Mini Bicicleta Premium,Fitness,1,116.6,44.92,6.13,Bogota,Campana_Bici_Carrusel,Entregado
ORD-2845,2026-02-05 01:36:56,CLI-5606,P001,Vaso Termico Inteligente Auto,Auto,3,37.22,14.5,8.67,Bogota,Organico_Instagram,Entregado
ORD-3422,2026-03-08 15:59:35,CLI-5419,P004,Cojin Ergonomico Gel,Oficina/Auto,1,36.07,11.56,3.0,Bogota,Directo,Entregado
ORD-2599,2026-01-21 17:20:30,CLI-5922,P003,Soporte Magnetico Carga,Oficina/Auto,1,23.53,8.01,9.25,Bucaramanga,Campana_Vaso_Vertical,Devuelto
ORD-1701,2025-12-07 06:26:57,CLI-5774,P001,Vaso Termico Inteligente Auto,Auto,1,41.24,14.9,5.48,Medellin,Organico_Instagram,Entregado
ORD-2708,2026-01-28 21:10:42,CLI-5104,P004,Cojin Ergonomico Gel,Oficina/Auto,1,31.8,11.87,6.55,Bogota,Organico_Instagram,Entregado
ORD-1454,26/11/2025 21:52:57,CLI-5564,P002,Mini Bicicleta Premium,Fitness,1,111.24,45.59,8.94,Barranquilla,Campana_Bici_Carrusel,Entregado
ORD-3040,2026-02-16 09:19:37,CLI-5082,P001,Vaso Termico Inteligente Auto,Auto,1,37.31,15.45,3.0,Medellin,Campana_Vaso_Vertical,Entregado
ORD-3474,2026-03-11 04:12:51,CLI-6047,P001,Vaso Termico Inteligente Auto,Auto,1,37.04,15.2,4.48,Bogota,Campana_Vaso_Vertical,Entregado
ORD-1609,2025-12-04 08:36:39,CLI-6258,P001,Vaso Termico Inteligente Auto,Auto,1,40.24,16.04,3.0,Bogota,Directo,Entregado
ORD-1167,2025-11-09 04:21:03,CLI-6991,P002,Mini Bicicleta Premium,Fitness,1,124.52,44.35,5.18,Bogota,Directo,Entregado
ORD-1730,2025-12-08 06:50:40,CLI-5206,P001,Vaso Termico Inteligente Auto,Auto,1,41.78,14.78,6.55,Medellin,Directo,Entregado
ORD-3547,2026-03-14 22:35:01,CLI-6295,P003,Soporte Magnetico Carga,Oficina/Auto,1,25.5,7.94,3.99,Bogota,Campana_Bici_Carrusel,Entregado
ORD-4160,2026-04-14 15:58:23,CLI-5610,P004,Cojin Ergonomico Gel,Oficina/Auto,1,36.16,11.49,5.11,Cali,Organico_Instagram,Devuelto
ORD-3347,2026-03-05 01:53:17,CLI-5396,P001,Vaso Termico Inteligente Auto,Auto,1,35.92,14.86,7.8,Cali,Campana_Vaso_Vertical,Entregado
ORD-2622,2026-01-22 23:10:54,CLI-5263,P002,Mini Bicicleta Premium,Fitness,1,118.98,47.57,7.04,Cali,Organico_Instagram,Entregado
ORD-1587,2025-12-03 07:22:47,CLI-6802,P003,Soporte Magnetico Carga,Oficina/Auto,2,24.78,8.01,7.03,,Directo,Entregado
ORD-2401,2026-01-07 15:35:47,CLI-6493,P001,Vaso Termico Inteligente Auto,Auto,1,37.26,14.33,15.36,Bucaramanga,Campana_Vaso_Vertical,Devuelto
ORD-2700,2026-01-27 21:47:15,CLI-5936,P002,Mini Bicicleta Premium,Fitness,4,111.32,47.04,10.48,Medellin,Organico_Instagram,Entregado
ORD-3579,2026-03-15 03:59:19,CLI-6867,P001,Vaso Termico Inteligente Auto,Auto,2,39.18,14.39,8.23,Cali,Directo,Entregado
ORD-3780,2026-03-26 23:28:17,CLI-5174,P003,Soporte Magnetico Carga,Oficina/Auto,1,22.82,7.79,5.3,Bogota,Campana_Bici_Carrusel,Entregado
ORD-2379,2026-01-04 15:23:46,CLI-6227,P001,Vaso Termico Inteligente Auto,Auto,1,36.47,14.97,11.03,Bucaramanga,Organico_Instagram,Entregado
ORD-3089,2026-02-19 10:22:52,CLI-6199,P003,Soporte Magnetico Carga,Oficina/Auto,3,24.95,7.9,8.86,Medellin,Directo,Entregado
ORD-3175,2026-02-23 18:32:54,CLI-5523,P004,Cojin Ergonomico Gel,Oficina/Auto,1,31.61,12.62,6.01,Bogota,Campana_Vaso_Vertical,Devuelto
ORD-3550,2026-03-14 17:29:03,CLI-6616,P002,Mini Bicicleta Premium,Fitness,1,122.91,47.08,6.86,Bogota,Campana_Bici_Carrusel,Entregado
ORD-3273,2026-03-01 17:02:16,CLI-6851,P002,Mini Bicicleta Premium,Fitness,1,127.27,47.36,7.5,Cali,Campana_Bici_Carrusel,Entregado
ORD-4214,2026-04-17 10:31:42,CLI-6176,P004,Cojin Ergonomico Gel,Oficina/Auto,1,33.84,11.74,7.5,Cali,Organico_Instagram,Entregado
ORD-1441,25/11/2025 16:12:50,CLI-6147,P003,Soporte Magnetico Carga,Oficina/Auto,1,22.22,8.41,7.28,Bogota,Organico_Instagram,Entregado
ORD-3051,2026-02-16 01:13:55,CLI-6590,P001,Vaso Termico Inteligente Auto,Auto,1,39.41,14.56,6.78,Barranquilla,Organico_Instagram,Entregado
ORD-2301,2025-12-30 15:33:46,CLI-5156,P003,Soporte Magnetico Carga,Oficina/Auto,1,23.77,7.72,3.42,Cali,Organico_Instagram,Entregado
ORD-3984,2026-04-05 14:02:11,CLI-6188,P001,Vaso Termico Inteligente Auto,Auto,2,37.02,15.56,10.25,Cali,Campana_Vaso_Vertical,Entregado
ORD-2304,2025-12-31 06:37:51,CLI-5559,P004,Cojin Ergonomico Gel,Oficina/Auto,1,31.97,12.34,3.0,Barranquilla,Organico_Instagram,Entregado
ORD-1236,2025-11-13 13:46:29,CLI-6953,P001,Vaso Termico Inteligente Auto,Auto,1,39.63,15.58,5.23,Bogota,Organico_Instagram,Entregado
ORD-1520,2025-11-30 01:33:46,CLI-6215,P001,Vaso Termico Inteligente Auto,Auto,1,41.74,15.74,3.0,Medellin,,Entregado
ORD-1735,2025-12-09 21:25:08,CLI-6396,P002,Mini Bicicleta Premium,Fitness,1,127.77,43.59,6.15,Bogota,Organico_Instagram,Entregado
ORD-4123,2026-04-12 15:30:56,CLI-5904,P001,Vaso Termico Inteligente Auto,Auto,1,41.1,14.29,4.89,Medellin,Campana_Vaso_Vertical,Entregado
ORD-3106,20/02/2026 23:18:19,CLI-5617,P002,Mini Bicicleta Premium,Fitness,1,120.03,46.94,3.0,Medellin,Organico_Instagram,Entregado
ORD-1592,2025-12-03 08:15:24,CLI-5906,P001,Vaso Termico Inteligente Auto,Auto,1,39.42,14.85,11.41,Bucaramanga,Organico_Instagram,Retrasado
ORD-2303,2025-12-30 08:05:50,CLI-5414,P003,Soporte Magnetico Carga,Oficina/Auto,1,22.22,8.38,4.35,Cali,Campana_Bici_Carrusel,Devuelto
ORD-2387,2026-01-05 03:05:04,CLI-5748,P003,Soporte Magnetico Carga,Oficina/Auto,1,25.57,8.4,7.66,Medellin,Organico_Instagram,Entregado
ORD-3298,2026-03-03 17:40:08,CLI-5361,P001,Vaso Termico Inteligente Auto,Auto,1,37.31,14.87,6.84,Barranquilla,Campana_Vaso_Vertical,Entregado
ORD-4346,2026-04-24 06:49:17,CLI-6823,P002,Mini Bicicleta Premium,Fitness,1,111.81,47.84,6.61,Bogota,Campana_Bici_Carrusel,Entregado
ORD-4285,2026-04-21 16:03:25,CLI-5958,P002,Mini Bicicleta Premium,Fitness,1,115.68,47.82,4.59,Bogota,Organico_Instagram,Entregado
ORD-1904,2025-12-15 06:26:17,CLI-6765,P001,Vaso Termico Inteligente Auto,Auto,1,36.07,16.03,10.86,Bucaramanga,Organico_Instagram,Entregado
ORD-3989,2026-04-06 17:11:46,CLI-5539,P003,Soporte Magnetico Carga,Oficina/Auto,1,24.05,8.45,11.16,Barranquilla,Campana_Bici_Carrusel,Entregado
ORD-2279,2025-12-29 00:00:32,CLI-6553,P004,Cojin Ergonomico Gel,Oficina/Auto,1,36.62,11.75,3.0,Cali,Directo,Devuelto
ORD-3820,2026-03-28 08:59:24,CLI-5854,P001,Vaso Termico Inteligente Auto,Auto,1,36.3,15.55,6.34,Bogota,Organico_Instagram,Retrasado
ORD-4390,2026-04-26 00:10:02,CLI-6162,P001,Vaso Termico Inteligente Auto,Auto,1,40.79,14.96,6.29,Cali,Campana_Vaso_Vertical,Entregado
ORD-3804,2026-03-27 18:26:05,CLI-5240,P002,Mini Bicicleta Premium,Fitness,1,118.67,46.3,6.32,Bogota,Organico_Instagram,Entregado
ORD-3892,2026-04-01 13:07:04,CLI-6776,P003,Soporte Magnetico Carga,Oficina/Auto,1,22.33,8.41,5.92,Cali,Organico_Instagram,Entregado
ORD-4167,2026-04-14 06:25:03,CLI-5381,P003,Soporte Magnetico Carga,Oficina/Auto,1,25.09,8.44,7.78,Barranquilla,Organico_Instagram,Entregado
ORD-1706,2025-12-08 09:18:43,CLI-6809,P003,Soporte Magnetico Carga,Oficina/Auto,1,24.18,8.22,4.36,,Organico_Instagram,Entregado
ORD-4220,2026-04-17 18:18:19,CLI-6500,P003,Soporte Magnetico Carga,Oficina/Auto,1,25.3,7.92,7.79,Barranquilla,Organico_Instagram,Entregado
